,Tweets,Url,User,file,followersCount,likeCount,metionedUsers,retweetCount
3669,GM Fam Reasons mint PixelSaurus today Fun family friendly diverse inclusive floor mint price gas saver x Innovative Utilities Active Discord VERIFIED account,https://twitter.com/PixelSaurusNFT/status/1517773506972372993,PixelSaurusNFT,diverse,8112,13,,5
3702,Check live article NFT world news,https://twitter.com/diverse/status/1517436970988937217,diverse,diverse,77180,61,,24
3712,NEW NFT drop Divine Soul carry within u mystical power need transform world listed DIVERSE METAVERSE collection ETH Polygon,https://twitter.com/wearelivingNFT/status/1517249562611748865,wearelivingNFT,diverse,3268,19,['opensea'],4
3714,Mint PixelSaurus ETH LOW GAS fee Fun family friendly diverse inclusive Innovative choose trait Utility Safe secure minting already minted floor,https://twitter.com/PixelSaurusNFT/status/1517222730839597058,PixelSaurusNFT,diverse,8112,16,,9
3723,POST FAVORITE DIVERSE NFT liked Tweet NFT get surprise,https://twitter.com/diverse/status/1517207055773360128,diverse,diverse,77180,100,,42
3724,onboarding different Mentorship Program match mentees diverse leader web creating FREE onboarding course break web make crypto le cryptic Bc accessible education empowered individual diverse,https://twitter.com/takeupspacehq/status/1517206898466033666,takeupspacehq,diverse,3886,34,,10
3742,two nonbinary cofounder builder created podcast diverse leader web beyond,https://twitter.com/takeupspacehq/status/1517085664717807616,takeupspacehq,diverse,3886,2,['juiceworthy'],0
3745,PixelSaurus fun family friendly diverse inclusive collection embrace disability mental health issue mint floor Still Minting diamond hand Always hit Roadmap goal OpenSea VERIFIED,https://twitter.com/PixelSaurusNFT/status/1517045259913605121,PixelSaurusNFT,diverse,8112,1,['TFGmykL'],1
3757,Calling diverse marketer looking pivot web Weve partnered brilliant curating best web marketing role right TUS discord Roles Join,https://twitter.com/takeupspacehq/status/1516888029096513537,takeupspacehq,diverse,3886,19,"['futurelilith', 'Ledger', 'rarible']",4
3762,discussing private settle,https://twitter.com/diverse/status/1516828236612870160,diverse,diverse,77180,3,['NFT_Annalea'],1
3783,Q Whats special team bringing Coinbase NFT diverse inclusive team reflects within work produce Deadfellaz Collaborative innovative unique,https://twitter.com/Coinbase_NFT/status/1516556726127931393,Coinbase_NFT,diverse,540404,149,,11
3812,floor OpenSea mint still available Diverse inclusive Family friendly Safe secure minting Active Twitter Spaces Discord VERIFIED account,https://twitter.com/PixelSaurusNFT/status/1516177788801372163,PixelSaurusNFT,diverse,8112,28,,15
3815,PixelSaurus Tri mint left already minted Mint Price ETH gassaver contract OpenSea Floor ETH Fun Diverse Inclusive Committed Mint PixelSaurs,https://twitter.com/PixelSaurusNFT/status/1516150124522749961,PixelSaurusNFT,diverse,8112,16,,5
3817,floor floor nearly DOUBLE mint price Mint PixelSaurus Tris part fun diverse inclusive profitable project Join Club,https://twitter.com/PixelSaurusNFT/status/1516136988964839425,PixelSaurusNFT,diverse,8112,20,,11
3818,AMA unique NFT character representing diverse Asian culture around world April pm UTC Venue,https://twitter.com/Smart_NFT_News/status/1516108370830262273,Smart_NFT_News,diverse,70496,92,"['AZNverse', 'TheBinanceNFT']",50
3829,GM Changemakers spot new banner little cuties represent diverse leader tomorrow currently available OpenSea Click expand take space,https://twitter.com/takeupspacehq/status/1515953737113743360,takeupspacehq,diverse,3886,20,,1
3835,Thank would love apart wed love nominate friend queer owned operated NFT project Heres Changemaker diverse genderless,https://twitter.com/takeupspacehq/status/1515817626295021578,takeupspacehq,diverse,3886,4,"['Nubianizm', '_NicoleRuggiero', 'SuperRare', 'Nubianizm', 'MMonstersClub']",0
3846,Great topic wed love see diverse web founder using future panel Web technology crypto power level playing field disenfranchised group know lot organisation u included building future,https://twitter.com/takeupspacehq/status/1515595330125012997,takeupspacehq,diverse,3886,3,"['pledgeofficial', 'shiralazar', 'jamescitron', 'WorthyofLoveLA', 'SCodeAcademy', 'JackLiang718', 'goldendaoxyz']",0
3855,Changemakers diverse genderless ready Take Space mission create next generation diverse leader,https://twitter.com/takeupspacehq/status/1515427845421608972,takeupspacehq,diverse,3886,8,['Businessbaec'],1
3856,cofounder onboarding BIPOC LGBTQ create diverse inclusive web Theyd make brilliant addition panel,https://twitter.com/takeupspacehq/status/1515427502239404036,takeupspacehq,diverse,3886,3,"['Businessbaec', 'hrpeacock_', 'thisispaff']",0
3867,NEW NFT drop Sweet spot listed DIVERSE METAVERSE collection Polygon,https://twitter.com/wearelivingNFT/status/1515076231959568384,wearelivingNFT,diverse,3268,5,['opensea'],0
3875,NEW NFT drop One vibe listed DIVERSE METAVERSE collection ETH Polygon,https://twitter.com/wearelivingNFT/status/1514949704903180291,wearelivingNFT,diverse,3268,7,['opensea'],1
3884,Hello vision equitable world diverse leader Take Space global collective using web tech empower BIPOC LGBTQ become next generation diverse leader Education Funding Community Lets talk,https://twitter.com/takeupspacehq/status/1514878015909601286,takeupspacehq,diverse,3886,12,['SerenaVentures'],2
3885,GM Changemakers supporting small Black queer womenled BIG vision create future web onboarding diverse folk empower diverse leader via education training mentorship funding,https://twitter.com/takeupspacehq/status/1514875473318326272,takeupspacehq,diverse,3886,23,,7
3891,power compounding representation helped onboard youve helped onboard WOC space cofounder even onboarded partner week ago passionate abt building diverse web,https://twitter.com/takeupspacehq/status/1514714368600158210,takeupspacehq,diverse,3886,6,"['vanshikaNFT', 'WFVnft', 'NityaNFT', 'vanshikaNFT', 'thisispaff', 'hrpeacock_']",0
3896,NEW NFT drop Space base cafe listed DIVERSE METAVERSE collection would chill ETH Polygon,https://twitter.com/wearelivingNFT/status/1514682819229933574,wearelivingNFT,diverse,3268,11,['opensea'],1
3900,love building onboarding curriculum woman genderdiverse folk help streamline process Well give buzz launch,https://twitter.com/takeupspacehq/status/1514657249557364752,takeupspacehq,diverse,3886,4,['alig4194'],0
3944,part fun diverse inclusive family friendly project PixelSaurus MINT Innovative Utilities Safe secure minting Active Twitter Spaces Discord VERIFIED account,https://twitter.com/PixelSaurusNFT/status/1513956799887593478,PixelSaurusNFT,diverse,8112,21,,12
3949,Im woman lead NFT project empowering woman think Diversity important created collection DIVERSE METAVERSE full,https://twitter.com/wearelivingNFT/status/1513911054778183680,wearelivingNFT,diverse,3268,13,,1
3973,vision world diverse leader using accelerate via crowdfunding provide Curriculumbased intersectional learning Onboarding underrepresented group Mentorship program Peertopeer grant inclusive community web,https://twitter.com/takeupspacehq/status/1513561173836378115,takeupspacehq,diverse,3886,7,"['AngelLabsIO', 'meta_angels']",1
3992,mint one Changemaker minted help fund curriculumbased training creates diverse leader web beyond empower BIPOC LGBTQ woman heal build step power leader,https://twitter.com/takeupspacehq/status/1513411497917042691,takeupspacehq,diverse,3886,2,['debsoon'],0
4001,Take Space create next generation diverse leader providing education coaching community funding help unlock inner Changemaker cant cant see,https://twitter.com/takeupspacehq/status/1513219994934513672,takeupspacehq,diverse,3886,20,,1
4006,Changemakers supported u mintweekend THANK created TUS mission create diverse leader Thanks generous kind brilliant folk beginning,https://twitter.com/takeupspacehq/status/1513079763287654402,takeupspacehq,diverse,3886,27,,4
4022,Take Space Changemaker Public mint went live TODAY LGBTQ BIPOC creating next Gen diverse leader,https://twitter.com/takeupspacehq/status/1512816430697361421,takeupspacehq,diverse,3886,1,['EthAlexa'],0
4030,Theres better feeling meeting folk align vision world diverse leader BIG thank shoutout MINTING,https://twitter.com/takeupspacehq/status/1512775253063258124,takeupspacehq,diverse,3886,4,['jemimahJon_es'],1
4036,MINT PixelSaur JOIN story Fun familyfriendly diverse inclusive Innovative Choose Traits Utility Diamond hand Safe Secure Minting VERIFIED account,https://twitter.com/PixelSaurusNFT/status/1512680731662766081,PixelSaurusNFT,diverse,8112,19,['opensea'],13
4065,PRESALE MINTING LIVE hand drawn diverse genderless Changemakers born ready Take Space,https://twitter.com/takeupspacehq/status/1512312996156121094,takeupspacehq,diverse,3886,29,,7
4071,really check PixelSaurus friend luck needed Hard working team innovative utility noone NFT space Diverse inclusive fun Fellow Brit,https://twitter.com/PixelSaurusNFT/status/1512178524987211781,PixelSaurusNFT,diverse,8112,1,['LittleInvestor3'],0
4074,future need diverse leader,https://twitter.com/takeupspacehq/status/1512120888640028674,takeupspacehq,diverse,3886,8,,0
4083,time tomorrow met Changemaker unlocking Intersectional coaching training Mentorship program w diverse leader Thriving BIPOC LGBTQ Peertopeer grant scholarship Whos ready Take Space,https://twitter.com/takeupspacehq/status/1512035260204265473,takeupspacehq,diverse,3886,14,,4
4091,DIVERSE METAVERSE NFT Cybergirl takeover listed Eth,https://twitter.com/wearelivingNFT/status/1511845734391459844,wearelivingNFT,diverse,3268,10,['opensea'],3
4093,mind open new idea never return original size Alien disclosure listed Eth DIVERSE METAVERSE NFT,https://twitter.com/wearelivingNFT/status/1511828893149372416,wearelivingNFT,diverse,3268,19,['opensea'],2
4094,DIVERSE METAVERSE NFT Follow u listed Eth,https://twitter.com/wearelivingNFT/status/1511826837474844676,wearelivingNFT,diverse,3268,6,['opensea'],0
4096,DIVERSE METAVERSE NFT Come space listed Eth,https://twitter.com/wearelivingNFT/status/1511796961216765960,wearelivingNFT,diverse,3268,9,['opensea'],0
4099,DIVERSE METAVERSE NFT Master craft never played Minecraft listed featuring Eth,https://twitter.com/wearelivingNFT/status/1511787153319157765,wearelivingNFT,diverse,3268,5,"['opensea', 'DojaCat']",0
4108,DIVERSE EXCLUSIVE X NFT GIVEAWAY Rules Follow Like Retweet Join H,https://twitter.com/diverse/status/1511691733683290112,diverse,diverse,77180,815,['diverse'],815
4109,opportunity redefine leadership create diverse leader web Come chat u later today intersectional besties,https://twitter.com/takeupspacehq/status/1511680448564453390,takeupspacehq,diverse,3886,4,['MMonstersClub'],0
4116,UNLIMITED PRIZES DIVERSE REWARDS UNLIMITED Players Huge profit Questions Turn knowledge money MICSTokens make MICS Vouchers Higher rank higher prize See,https://twitter.com/Vconomicsio/status/1511613271278727170,Vconomicsio,diverse,44584,8,,2
4120,TURN KNOWLEDGE MONEY Use diverse knowledge win TOP Create question Use experience make money market Level attractive reward DOWNLOAD,https://twitter.com/Vconomicsio/status/1511543667324256258,Vconomicsio,diverse,44584,4,,4
4134,Ape Society Official Rarity Ranking live class Ape Society come together form highly diverse collection Post Apes comment,https://twitter.com/RaritySniperNFT/status/1511444080257126404,RaritySniperNFT,diverse,458117,130,['Ape_Society_NFT'],37
4148,MINT PixelSaur join story Fun family friendly diverse inclusive Active Twitter Spaces Discord Safe secure minting Maintains Roadmap goal VERIFIED account,https://twitter.com/PixelSaurusNFT/status/1511346749792788489,PixelSaurusNFT,diverse,8112,178,,102
4150,Dont sleep u redefining leadership web force demanding diversity equity inclusion intentionally left behind next generation diverse leader,https://twitter.com/takeupspacehq/status/1511290448622592005,takeupspacehq,diverse,3886,16,,6
4162,Take Space NFT project focused empowering LGBTQ BIPOC folk One key initiative Mentorship Program matching mentees diverse leader mentor help provide support onboarding space Hear one Changemakers,https://twitter.com/takeupspacehq/status/1511125835922788359,takeupspacehq,diverse,3886,5,['CafeMetaverse'],1
4181,Us Take Space NFT membership community empowers LGBTQ BIPOC folk become leader web beyond Mentorship Program match diverse leader mentees help onboard web learn skill develop lead,https://twitter.com/takeupspacehq/status/1510930742943047684,takeupspacehq,diverse,3886,0,"['FleeboyMom', 'weareAllBright', 'cmpassionatemse', 'aryetime', 'BeckyWowo', 'HOQNFT', 'CryptoTechWomen', 'WomenTribe_nfts', 'TheBaussGirlNFT', 'julia_nfts', 'KimerasInSTEM']",0
4182,DEFIBATTLE FIRST LEARNTOEARN pioneer LE GameFi LEARN Diverse knowledge investment finance EARN Unlimited prize token voucher etc Potential investment opportunity,https://twitter.com/Vconomicsio/status/1510924763572862983,Vconomicsio,diverse,44584,10,,3
